,date,temperature_2m_max
456,2011-04-01 08:00:00+00:00,84.741806
457,2011-04-02 08:00:00+00:00,68.5418
458,2011-04-03 08:00:00+00:00,64.4018
459,2011-04-04 08:00:00+00:00,78.3518
460,2011-04-05 08:00:00+00:00,75.5618
461,2011-04-06 08:00:00+00:00,68.4518
462,2011-04-07 08:00:00+00:00,60.6218
463,2011-04-08 08:00:00+00:00,55.4018
464,2011-04-09 08:00:00+00:00,57.9218
465,2011-04-10 08:00:00+00:00,66.7418
466,2011-04-11 08:00:00+00:00,72.7718
467,2011-04-12 08:00:00+00:00,68.9918
468,2011-04-13 08:00:00+00:00,63.0518
469,2011-04-14 08:00:00+00:00,77.9918
470,2011-04-15 08:00:00+00:00,86.991806
471,2011-04-16 08:00:00+00:00,90.0518
472,2011-04-17 08:00:00+00:00,78.9818
473,2011-04-18 08:00:00+00:00,65.2118
474,2011-04-19 08:00:00+00:00,69.3518
475,2011-04-20 08:00:00+00:00,69.3518
476,2011-04-21 08:00:00+00:00,66.7418
477,2011-04-22 08:00:00+00:00,70.161804
478,2011-04-23 08:00:00+00:00,68.9018
479,2011-04-24 08:00:00+00:00,63.4118
480,2011-04-25 08:00:00+00:00,76.8218
481,2011-04-26 08:00:00+00:00,81.5018
482,2011-04-27 08:00:00+00:00,86.5418
483,2011-04-28 08:00:00+00:00,82.9418
484,2011-04-29 08:00:00+00:00,77.2718
485,2011-04-30 08:00:00+00:00,78.3518
486,2011-05-01 08:00:00+00:00,84.0218
487,2011-05-02 08:00:00+00:00,89.0618
488,2011-05-03 08:00:00+00:00,93.4718
489,2011-05-04 08:00:00+00:00,93.4718
490,2011-05-05 08:00:00+00:00,87.9818
491,2011-05-06 08:00:00+00:00,77.9018
492,2011-05-07 08:00:00+00:00,71.4218
493,2011-05-08 08:00:00+00:00,62.2418
494,2011-05-09 08:00:00+00:00,62.6918
495,2011-05-10 08:00:00+00:00,70.3418
496,2011-05-11 08:00:00+00:00,73.6718
497,2011-05-12 08:00:00+00:00,81.2318
498,2011-05-13 08:00:00+00:00,77.7218
499,2011-05-14 08:00:00+00:00,69.0818
500,2011-05-15 08:00:00+00:00,63.2318
501,2011-05-16 08:00:00+00:00,63.8618
502,2011-05-17 08:00:00+00:00,61.521797
503,2011-05-18 08:00:00+00:00,64.3118
504,2011-05-19 08:00:00+00:00,70.7918
505,2011-05-20 08:00:00+00:00,72.3218
506,2011-05-21 08:00:00+00:00,75.6518
507,2011-05-22 08:00:00+00:00,72.3218
508,2011-05-23 08:00:00+00:00,65.121796
509,2011-05-24 08:00:00+00:00,72.5918
510,2011-05-25 08:00:00+00:00,76.2818
511,2011-05-26 08:00:00+00:00,74.7518
512,2011-05-27 08:00:00+00:00,80.7818
513,2011-05-28 08:00:00+00:00,75.1118
514,2011-05-29 08:00:00+00:00,71.6018
515,2011-05-30 08:00:00+00:00,78.2618
516,2011-05-31 08:00:00+00:00,78.2618
517,2011-06-01 08:00:00+00:00,72.5918
518,2011-06-02 08:00:00+00:00,80.0618
519,2011-06-03 08:00:00+00:00,77.1818
520,2011-06-04 08:00:00+00:00,70.9718
521,2011-06-05 08:00:00+00:00,70.9718
522,2011-06-06 08:00:00+00:00,71.6018
523,2011-06-07 08:00:00+00:00,74.8418
524,2011-06-08 08:00:00+00:00,73.4018
525,2011-06-09 08:00:00+00:00,74.121796
526,2011-06-10 08:00:00+00:00,74.3918
527,2011-06-11 08:00:00+00:00,73.9418
528,2011-06-12 08:00:00+00:00,73.7618
529,2011-06-13 08:00:00+00:00,76.6418
530,2011-06-14 08:00:00+00:00,82.4018
531,2011-06-15 08:00:00+00:00,79.5218
532,2011-06-16 08:00:00+00:00,74.8418
533,2011-06-17 08:00:00+00:00,73.5818
534,2011-06-18 08:00:00+00:00,77.1818
535,2011-06-19 08:00:00+00:00,74.8418
536,2011-06-20 08:00:00+00:00,86.4518
537,2011-06-21 08:00:00+00:00,89.4218
538,2011-06-22 08:00:00+00:00,87.1718
539,2011-06-23 08:00:00+00:00,83.841805
540,2011-06-24 08:00:00+00:00,81.5018
541,2011-06-25 08:00:00+00:00,83.57179
542,2011-06-26 08:00:00+00:00,84.3818
543,2011-06-27 08:00:00+00:00,88.4318
544,2011-06-28 08:00:00+00:00,81.411804
545,2011-06-29 08:00:00+00:00,79.0718
546,2011-06-30 08:00:00+00:00,86.1818
547,2011-07-01 08:00:00+00:00,93.8318
548,2011-07-02 08:00:00+00:00,94.5518
549,2011-07-03 08:00:00+00:00,92.6618
550,2011-07-04 08:00:00+00:00,90.8618
551,2011-07-05 08:00:00+00:00,90.771805
552,2011-07-06 08:00:00+00:00,91.6718
553,2011-07-07 08:00:00+00:00,90.3218
554,2011-07-08 08:00:00+00:00,88.4318
555,2011-07-09 08:00:00+00:00,85.1018
556,2011-07-10 08:00:00+00:00,84.741806
557,2011-07-11 08:00:00+00:00,79.9718
558,2011-07-12 08:00:00+00:00,79.2518
559,2011-07-13 08:00:00+00:00,77.0918
560,2011-07-14 08:00:00+00:00,75.4718
561,2011-07-15 08:00:00+00:00,77.5418
562,2011-07-16 08:00:00+00:00,79.3418
563,2011-07-17 08:00:00+00:00,85.371796
564,2011-07-18 08:00:00+00:00,90.68181
565,2011-07-19 08:00:00+00:00,91.40181
566,2011-07-20 08:00:00+00:00,88.8818
567,2011-07-21 08:00:00+00:00,83.841805
568,2011-07-22 08:00:00+00:00,82.3118
569,2011-07-23 08:00:00+00:00,85.82179
570,2011-07-24 08:00:00+00:00,89.78181
571,2011-07-25 08:00:00+00:00,88.8818
572,2011-07-26 08:00:00+00:00,85.371796
573,2011-07-27 08:00:00+00:00,80.5118
574,2011-07-28 08:00:00+00:00,83.6618
575,2011-07-29 08:00:00+00:00,83.121796
576,2011-07-30 08:00:00+00:00,86.4518
577,2011-07-31 08:00:00+00:00,87.3518
578,2011-08-01 08:00:00+00:00,92.6618
579,2011-08-02 08:00:00+00:00,98.78181
